scrape_date,flight_date,route,carrier,advance_days,base_fare,taxes_and_fees,total_fare
2026-08-05,2026-08-12,BOM-BLR,IndiGo,7,6999,1259,8258
2026-08-05,2026-08-12,BOM-BLR,IndiGo,7,6420,1155,7575
2026-08-05,2026-08-12,BOM-BLR,IndiGo,7,6556,1180,7736
2026-08-05,2026-08-12,BOM-BLR,IndiGo,7,5673,1021,6694
2026-08-05,2026-08-06,BOM-BLR,IndiGo,1,10634,1914,12548
2026-08-05,2026-08-06,BOM-BLR,IndiGo,1,10154,1827,11981
2026-08-05,2026-08-06,BOM-BLR,IndiGo,1,8637,1554,10191
2026-08-05,2026-08-06,BOM-BLR,IndiGo,1,8437,1518,9955
2026-08-05,2026-08-06,BOM-BLR,IndiGo,1,9833,1769,11602
2026-08-05,2026-09-19,BOM-BLR,Air India,45,4137,744,4881
2026-08-05,2026-09-19,BOM-BLR,Air India,45,4237,762,4999
2026-08-05,2026-09-19,BOM-BLR,Air India,45,4047,728,4775
2026-08-05,2026-09-19,BOM-BLR,Air India,45,4019,723,4742
2026-08-05,2026-09-19,BOM-BLR,Air India,45,3649,656,4305
2026-08-05,2026-09-04,BOM-BLR,Air India,30,4247,764,5011
2026-08-05,2026-09-04,BOM-BLR,Air India,30,4373,787,5160
2026-08-05,2026-09-04,BOM-BLR,Air India,30,4309,775,5084
2026-08-05,2026-09-04,BOM-BLR,Air India,30,4518,813,5331
2026-08-05,2026-09-04,BOM-BLR,Air India,30,4585,825,5410
2026-08-05,2026-08-20,BOM-BLR,Air India,15,4907,883,5790
2026-08-05,2026-08-20,BOM-BLR,Air India,15,6169,1110,7279
2026-08-05,2026-08-20,BOM-BLR,Air India,15,5810,1045,6855
2026-08-05,2026-08-20,BOM-BLR,Air India,15,5970,1074,7044
2026-08-05,2026-08-20,BOM-BLR,Air India,15,4974,895,5869
2026-08-05,2026-08-12,BOM-BLR,Air India,7,7092,1276,8368
2026-08-05,2026-08-12,BOM-BLR,Air India,7,7296,1313,8609
2026-08-05,2026-08-12,BOM-BLR,Air India,7,6963,1253,8216
2026-08-05,2026-08-12,BOM-BLR,Air India,7,8155,1467,9622
2026-08-05,2026-08-12,BOM-BLR,Air India,7,7142,1285,8427
2026-08-05,2026-08-06,BOM-BLR,Air India,1,10909,1963,12872
2026-08-05,2026-08-06,BOM-BLR,Air India,1,10331,1859,12190
2026-08-05,2026-08-06,BOM-BLR,Air India,1,11778,2120,13898
2026-08-05,2026-08-06,BOM-BLR,Air India,1,11331,2039,13370
2026-08-05,2026-08-06,BOM-BLR,Air India,1,11772,2118,13890
2026-08-05,2026-09-19,BOM-BLR,Akasa,45,3228,581,3809
2026-08-05,2026-09-19,BOM-BLR,Akasa,45,3326,598,3924
2026-08-05,2026-09-19,BOM-BLR,Akasa,45,3725,670,4395
2026-08-05,2026-09-19,BOM-BLR,Akasa,45,3036,546,3582
2026-08-05,2026-09-19,BOM-BLR,Akasa,45,3392,610,4002
2026-08-05,2026-09-04,BOM-BLR,Akasa,30,3393,610,4003
2026-08-05,2026-09-04,BOM-BLR,Akasa,30,3328,599,3927
2026-08-05,2026-09-04,BOM-BLR,Akasa,30,4199,755,4954
2026-08-05,2026-09-04,BOM-BLR,Akasa,30,3416,614,4030
2026-08-05,2026-09-04,BOM-BLR,Akasa,30,3377,607,3984
2026-08-05,2026-08-20,BOM-BLR,Akasa,15,4661,838,5499
2026-08-05,2026-08-20,BOM-BLR,Akasa,15,4622,831,5453
2026-08-05,2026-08-20,BOM-BLR,Akasa,15,4610,829,5439
2026-08-05,2026-08-20,BOM-BLR,Akasa,15,4424,796,5220
2026-08-05,2026-08-20,BOM-BLR,Akasa,15,4078,734,4812
2026-08-05,2026-08-12,BOM-BLR,Akasa,7,6651,1197,7848
2026-08-05,2026-08-12,BOM-BLR,Akasa,7,6529,1175,7704
2026-08-05,2026-08-12,BOM-BLR,Akasa,7,5682,1022,6704
2026-08-05,2026-08-12,BOM-BLR,Akasa,7,5970,1074,7044
2026-08-05,2026-08-12,BOM-BLR,Akasa,7,5560,1000,6560
2026-08-05,2026-08-06,BOM-BLR,Akasa,1,8974,1615,10589
2026-08-05,2026-08-06,BOM-BLR,Akasa,1,8772,1578,10350
2026-08-05,2026-08-06,BOM-BLR,Akasa,1,8516,1532,10048
2026-08-05,2026-08-06,BOM-BLR,Akasa,1,8291,1492,9783
2026-08-05,2026-08-06,BOM-BLR,Akasa,1,8600,1548,10148
2026-08-05,2026-09-19,BOM-BLR,SpiceJet,45,2996,539,3535
2026-08-05,2026-09-19,BOM-BLR,SpiceJet,45,3058,550,3608
2026-08-05,2026-09-19,BOM-BLR,SpiceJet,45,3335,600,3935
2026-08-05,2026-09-19,BOM-BLR,SpiceJet,45,3568,642,4210
2026-08-05,2026-09-19,BOM-BLR,SpiceJet,45,2957,532,3489
2026-08-05,2026-09-04,BOM-BLR,SpiceJet,30,3678,662,4340
2026-08-05,2026-09-04,BOM-BLR,SpiceJet,30,3178,572,3750
2026-08-05,2026-09-04,BOM-BLR,SpiceJet,30,3742,673,4415
2026-08-05,2026-09-04,BOM-BLR,SpiceJet,30,3897,701,4598
2026-08-05,2026-09-04,BOM-BLR,SpiceJet,30,3146,566,3712
2026-08-05,2026-08-20,BOM-BLR,SpiceJet,15,4418,795,5213
2026-08-05,2026-08-20,BOM-BLR,SpiceJet,15,4600,828,5428
2026-08-05,2026-08-20,BOM-BLR,SpiceJet,15,4412,794,5206
2026-08-05,2026-08-20,BOM-BLR,SpiceJet,15,3901,702,4603
2026-08-05,2026-08-20,BOM-BLR,SpiceJet,15,4791,862,5653
2026-08-05,2026-08-12,BOM-BLR,SpiceJet,7,5731,1031,6762
2026-08-05,2026-08-12,BOM-BLR,SpiceJet,7,5109,919,6028
2026-08-05,2026-08-12,BOM-BLR,SpiceJet,7,5900,1062,6962
2026-08-05,2026-08-12,BOM-BLR,SpiceJet,7,6256,1126,7382
2026-08-05,2026-08-12,BOM-BLR,SpiceJet,7,6172,1110,7282
2026-08-05,2026-08-06,BOM-BLR,SpiceJet,1,8777,1579,10356
2026-08-05,2026-08-06,BOM-BLR,SpiceJet,1,8938,1608,10546
2026-08-05,2026-08-06,BOM-BLR,SpiceJet,1,7528,1355,8883
2026-08-05,2026-08-06,BOM-BLR,SpiceJet,1,9146,1646,10792
2026-08-05,2026-08-06,BOM-BLR,SpiceJet,1,9504,1710,11214
2026-08-05,2026-09-19,DEL-CCU,IndiGo,45,5268,948,6216
2026-08-05,2026-09-19,DEL-CCU,IndiGo,45,4930,887,5817
2026-08-05,2026-09-19,DEL-CCU,IndiGo,45,4760,856,5616
2026-08-05,2026-09-19,DEL-CCU,IndiGo,45,4555,819,5374
2026-08-05,2026-09-19,DEL-CCU,IndiGo,45,5058,910,5968
2026-08-05,2026-09-04,DEL-CCU,IndiGo,30,5811,1045,6856
2026-08-05,2026-09-04,DEL-CCU,IndiGo,30,5373,967,6340
2026-08-05,2026-09-04,DEL-CCU,IndiGo,30,4899,881,5780
2026-08-05,2026-09-04,DEL-CCU,IndiGo,30,5501,990,6491
2026-08-05,2026-09-04,DEL-CCU,IndiGo,30,6020,1083,7103
2026-08-05,2026-08-20,DEL-CCU,IndiGo,15,6426,1156,7582
2026-08-05,2026-08-20,DEL-CCU,IndiGo,15,7326,1318,8644
2026-08-05,2026-08-20,DEL-CCU,IndiGo,15,7334,1320,8654
2026-08-05,2026-08-20,DEL-CCU,IndiGo,15,6299,1133,7432
2026-08-05,2026-08-20,DEL-CCU,IndiGo,15,7419,1335,8754
2026-08-05,2026-08-12,DEL-CCU,IndiGo,7,8373,1507,9880
2026-08-05,2026-08-12,DEL-CCU,IndiGo,7,8503,1530,10033
2026-08-05,2026-08-12,DEL-CCU,IndiGo,7,9697,1745,11442
2026-08-05,2026-08-12,DEL-CCU,IndiGo,7,9661,1738,11399
2026-08-05,2026-08-12,DEL-CCU,IndiGo,7,8908,1603,10511
2026-08-05,2026-08-06,DEL-CCU,IndiGo,1,12496,2249,14745
2026-08-05,2026-08-06,DEL-CCU,IndiGo,1,13982,2516,16498
2026-08-05,2026-08-06,DEL-CCU,IndiGo,1,12595,2267,14862
2026-08-05,2026-08-06,DEL-CCU,IndiGo,1,12013,2162,14175
2026-08-05,2026-08-06,DEL-CCU,IndiGo,1,12161,2188,14349
2026-08-05,2026-09-19,DEL-CCU,Air India,45,5185,933,6118
2026-08-05,2026-09-19,DEL-CCU,Air India,45,5839,1051,6890
2026-08-05,2026-09-19,DEL-CCU,Air India,45,5310,955,6265
2026-08-05,2026-09-19,DEL-CCU,Air India,45,5286,951,6237
2026-08-05,2026-09-19,DEL-CCU,Air India,45,5993,1078,7071
2026-08-05,2026-09-04,DEL-CCU,Air India,30,6302,1134,7436
2026-08-05,2026-09-04,DEL-CCU,Air India,30,5754,1035,6789
2026-08-05,2026-09-04,DEL-CCU,Air India,30,6905,1242,8147
2026-08-05,2026-09-04,DEL-CCU,Air India,30,5635,1014,6649
2026-08-05,2026-09-04,DEL-CCU,Air India,30,5546,998,6544
2026-08-05,2026-08-20,DEL-CCU,Air India,15,8391,1510,9901
2026-08-05,2026-08-20,DEL-CCU,Air India,15,8097,1457,9554
2026-08-05,2026-08-20,DEL-CCU,Air India,15,7706,1387,9093
2026-08-05,2026-08-20,DEL-CCU,Air India,15,7892,1420,9312
2026-08-05,2026-08-20,DEL-CCU,Air India,15,8343,1501,9844
2026-08-05,2026-08-12,DEL-CCU,Air India,7,9935,1788,11723
2026-08-05,2026-08-12,DEL-CCU,Air India,7,11020,1983,13003
2026-08-05,2026-08-12,DEL-CCU,Air India,7,10762,1937,12699
2026-08-05,2026-08-12,DEL-CCU,Air India,7,11367,2046,13413
2026-08-05,2026-08-12,DEL-CCU,Air India,7,10014,1802,11816
2026-08-05,2026-08-06,DEL-CCU,Air India,1,14969,2694,17663
2026-08-05,2026-08-06,DEL-CCU,Air India,1,15020,2703,17723
2026-08-05,2026-08-06,DEL-CCU,Air India,1,13172,2370,15542
2026-08-05,2026-08-06,DEL-CCU,Air India,1,16779,3020,19799
2026-08-05,2026-08-06,DEL-CCU,Air India,1,13808,2485,16293
2026-08-05,2026-09-19,DEL-CCU,Akasa,45,5154,927,6081
2026-08-05,2026-09-19,DEL-CCU,Akasa,45,4632,833,5465
2026-08-05,2026-09-19,DEL-CCU,Akasa,45,4273,769,5042
2026-08-05,2026-09-19,DEL-CCU,Akasa,45,5223,940,6163
2026-08-05,2026-09-19,DEL-CCU,Akasa,45,4445,800,5245
2026-08-05,2026-09-04,DEL-CCU,Akasa,30,5131,923,6054
2026-08-05,2026-09-04,DEL-CCU,Akasa,30,4603,828,5431
2026-08-05,2026-09-04,DEL-CCU,Akasa,30,5522,993,6515
2026-08-05,2026-09-04,DEL-CCU,Akasa,30,5285,951,6236
2026-08-05,2026-09-04,DEL-CCU,Akasa,30,5566,1001,6567
2026-08-05,2026-08-20,DEL-CCU,Akasa,15,6844,1231,8075
2026-08-05,2026-08-20,DEL-CCU,Akasa,15,6850,1233,8083
2026-08-05,2026-08-20,DEL-CCU,Akasa,15,6476,1165,7641
2026-08-05,2026-08-20,DEL-CCU,Akasa,15,6441,1159,7600
2026-08-05,2026-08-20,DEL-CCU,Akasa,15,5885,1059,6944
2026-08-05,2026-08-12,DEL-CCU,Akasa,7,8409,1513,9922
2026-08-05,2026-08-12,DEL-CCU,Akasa,7,8365,1505,9870
2026-08-05,2026-08-12,DEL-CCU,Akasa,7,8057,1450,9507
2026-08-05,2026-08-12,DEL-CCU,Akasa,7,8330,1499,9829
2026-08-05,2026-08-12,DEL-CCU,Akasa,7,8947,1610,10557
2026-08-05,2026-08-06,DEL-CCU,Akasa,1,12612,2270,14882
2026-08-05,2026-08-06,DEL-CCU,Akasa,1,13418,2415,15833
2026-08-05,2026-08-06,DEL-CCU,Akasa,1,12897,2321,15218
2026-08-05,2026-08-06,DEL-CCU,Akasa,1,11950,2151,14101
2026-08-05,2026-08-06,DEL-CCU,Akasa,1,12634,2274,14908
2026-08-05,2026-09-19,DEL-CCU,SpiceJet,45,3984,717,4701
2026-08-05,2026-09-19,DEL-CCU,SpiceJet,45,4882,878,5760
2026-08-05,2026-09-19,DEL-CCU,SpiceJet,45,4835,870,5705
2026-08-05,2026-09-19,DEL-CCU,SpiceJet,45,4573,823,5396
2026-08-05,2026-09-19,DEL-CCU,SpiceJet,45,4766,857,5623
2026-08-05,2026-09-04,DEL-CCU,SpiceJet,30,5103,918,6021
2026-08-05,2026-09-04,DEL-CCU,SpiceJet,30,4773,859,5632
2026-08-05,2026-09-04,DEL-CCU,SpiceJet,30,4601,828,5429
2026-08-05,2026-09-04,DEL-CCU,SpiceJet,30,5008,901,5909
2026-08-05,2026-09-04,DEL-CCU,SpiceJet,30,4915,884,5799
2026-08-05,2026-08-20,DEL-CCU,SpiceJet,15,6180,1112,7292
2026-08-05,2026-08-20,DEL-CCU,SpiceJet,15,5792,1042,6834
2026-08-05,2026-08-20,DEL-CCU,SpiceJet,15,6309,1135,7444
2026-08-05,2026-08-20,DEL-CCU,SpiceJet,15,6590,1186,7776
2026-08-05,2026-08-20,DEL-CCU,SpiceJet,15,6636,1194,7830
2026-08-05,2026-08-12,DEL-CCU,SpiceJet,7,8693,1564,10257
2026-08-05,2026-08-12,DEL-CCU,SpiceJet,7,7525,1354,8879
2026-08-05,2026-08-12,DEL-CCU,SpiceJet,7,8942,1609,10551
2026-08-05,2026-08-12,DEL-CCU,SpiceJet,7,7217,1299,8516
2026-08-05,2026-08-12,DEL-CCU,SpiceJet,7,7987,1437,9424
2026-08-05,2026-08-06,DEL-CCU,SpiceJet,1,10801,1944,12745
2026-08-05,2026-08-06,DEL-CCU,SpiceJet,1,11468,2064,13532
2026-08-05,2026-08-06,DEL-CCU,SpiceJet,1,11824,2128,13952
2026-08-05,2026-08-06,DEL-CCU,SpiceJet,1,11268,2028,13296
2026-08-05,2026-08-06,DEL-CCU,SpiceJet,1,10614,1910,12524
2026-08-05,2026-09-19,BLR-HYD,IndiGo,45,2558,460,3018
2026-08-05,2026-09-19,BLR-HYD,IndiGo,45,2949,530,3479
2026-08-05,2026-09-19,BLR-HYD,IndiGo,45,2958,532,3490
2026-08-05,2026-09-19,BLR-HYD,IndiGo,45,3164,569,3733
2026-08-05,2026-09-19,BLR-HYD,IndiGo,45,2914,524,3438
2026-08-05,2026-09-04,BLR-HYD,IndiGo,30,3144,565,3709
2026-08-05,2026-09-04,BLR-HYD,IndiGo,30,3312,596,3908
2026-08-05,2026-09-04,BLR-HYD,IndiGo,30,3500,630,4130
2026-08-05,2026-09-04,BLR-HYD,IndiGo,30,3143,565,3708
2026-08-05,2026-09-04,BLR-HYD,IndiGo,30,3238,582,3820
2026-08-05,2026-08-20,BLR-HYD,IndiGo,15,3925,706,4631
2026-08-05,2026-08-20,BLR-HYD,IndiGo,15,4315,776,5091
2026-08-05,2026-08-20,BLR-HYD,IndiGo,15,3911,703,4614
2026-08-05,2026-08-20,BLR-HYD,IndiGo,15,4149,746,4895
2026-08-05,2026-08-20,BLR-HYD,IndiGo,15,4130,743,4873
2026-08-05,2026-08-12,BLR-HYD,IndiGo,7,4924,886,5810
2026-08-05,2026-08-12,BLR-HYD,IndiGo,7,4730,851,5581
2026-08-05,2026-08-12,BLR-HYD,IndiGo,7,5723,1030,6753
2026-08-05,2026-08-12,BLR-HYD,IndiGo,7,5379,968,6347
2026-08-05,2026-08-12,BLR-HYD,IndiGo,7,4575,823,5398
2026-08-05,2026-08-06,BLR-HYD,IndiGo,1,6913,1244,8157
2026-08-05,2026-08-06,BLR-HYD,IndiGo,1,7006,1261,8267
2026-08-05,2026-08-06,BLR-HYD,IndiGo,1,8216,1478,9694
2026-08-05,2026-08-06,BLR-HYD,IndiGo,1,6713,1208,7921
2026-08-05,2026-08-06,BLR-HYD,IndiGo,1,7205,1296,8501
2026-08-05,2026-09-19,BLR-HYD,Air India,45,3159,568,3727
2026-08-05,2026-09-19,BLR-HYD,Air India,45,2898,521,3419
2026-08-05,2026-09-19,BLR-HYD,Air India,45,3550,639,4189
2026-08-05,2026-09-19,BLR-HYD,Air India,45,3470,624,4094
2026-08-05,2026-09-19,BLR-HYD,Air India,45,3408,613,4021
2026-08-05,2026-09-04,BLR-HYD,Air India,30,3232,581,3813
2026-08-05,2026-09-04,BLR-HYD,Air India,30,3476,625,4101
2026-08-05,2026-09-04,BLR-HYD,Air India,30,3249,584,3833
2026-08-05,2026-09-04,BLR-HYD,Air India,30,3358,604,3962
2026-08-05,2026-09-04,BLR-HYD,Air India,30,3405,612,4017
2026-08-05,2026-08-20,BLR-HYD,Air India,15,4638,834,5472
2026-08-05,2026-08-20,BLR-HYD,Air India,15,4587,825,5412
2026-08-05,2026-08-20,BLR-HYD,Air India,15,4875,877,5752
2026-08-05,2026-08-20,BLR-HYD,Air India,15,4041,727,4768
2026-08-05,2026-08-20,BLR-HYD,Air India,15,4449,800,5249
2026-08-05,2026-08-12,BLR-HYD,Air India,7,5395,971,6366
2026-08-05,2026-08-12,BLR-HYD,Air India,7,5688,1023,6711
2026-08-05,2026-08-12,BLR-HYD,Air India,7,5383,968,6351
2026-08-05,2026-08-12,BLR-HYD,Air India,7,5405,972,6377
2026-08-05,2026-08-12,BLR-HYD,Air India,7,5479,986,6465
2026-08-05,2026-08-06,BLR-HYD,Air India,1,8751,1575,10326
2026-08-05,2026-08-06,BLR-HYD,Air India,1,9134,1644,10778
2026-08-05,2026-08-06,BLR-HYD,Air India,1,9463,1703,11166
2026-08-05,2026-08-06,BLR-HYD,Air India,1,8411,1513,9924
2026-08-05,2026-08-06,BLR-HYD,Air India,1,7892,1420,9312
2026-08-05,2026-09-19,BLR-HYD,Akasa,45,2600,468,3068
2026-08-05,2026-09-19,BLR-HYD,Akasa,45,2688,483,3171
2026-08-05,2026-09-19,BLR-HYD,Akasa,45,3035,546,3581
2026-08-05,2026-09-19,BLR-HYD,Akasa,45,2460,442,2902
2026-08-05,2026-09-19,BLR-HYD,Akasa,45,2825,508,3333
2026-08-05,2026-09-04,BLR-HYD,Akasa,30,2681,482,3163
2026-08-05,2026-09-04,BLR-HYD,Akasa,30,3192,574,3766
2026-08-05,2026-09-04,BLR-HYD,Akasa,30,3300,594,3894
2026-08-05,2026-09-04,BLR-HYD,Akasa,30,3269,588,3857
2026-08-05,2026-09-04,BLR-HYD,Akasa,30,2871,516,3387
2026-08-05,2026-08-20,BLR-HYD,Akasa,15,3469,624,4093
2026-08-05,2026-08-20,BLR-HYD,Akasa,15,3901,702,4603
2026-08-05,2026-08-20,BLR-HYD,Akasa,15,3547,638,4185
2026-08-05,2026-08-20,BLR-HYD,Akasa,15,3807,685,4492
2026-08-05,2026-08-20,BLR-HYD,Akasa,15,4002,720,4722
2026-08-05,2026-08-12,BLR-HYD,Akasa,7,5228,941,6169
2026-08-05,2026-08-12,BLR-HYD,Akasa,7,4454,801,5255
2026-08-05,2026-08-12,BLR-HYD,Akasa,7,4537,816,5353
2026-08-05,2026-08-12,BLR-HYD,Akasa,7,4907,883,5790
2026-08-05,2026-08-12,BLR-HYD,Akasa,7,4982,896,5878
2026-08-05,2026-08-06,BLR-HYD,Akasa,1,7047,1268,8315
2026-08-05,2026-08-06,BLR-HYD,Akasa,1,6705,1206,7911
2026-08-05,2026-08-06,BLR-HYD,Akasa,1,6920,1245,8165
2026-08-05,2026-08-06,BLR-HYD,Akasa,1,6562,1181,7743
2026-08-05,2026-08-06,BLR-HYD,Akasa,1,7711,1387,9098
2026-08-05,2026-09-19,BLR-HYD,SpiceJet,45,2735,492,3227
2026-08-05,2026-09-19,BLR-HYD,SpiceJet,45,2271,408,2679
2026-08-05,2026-09-19,BLR-HYD,SpiceJet,45,2592,466,3058
2026-08-05,2026-09-19,BLR-HYD,SpiceJet,45,2626,472,3098
2026-08-05,2026-09-19,BLR-HYD,SpiceJet,45,2757,496,3253
2026-08-05,2026-09-04,BLR-HYD,SpiceJet,30,3097,557,3654
2026-08-05,2026-09-04,BLR-HYD,SpiceJet,30,3010,541,3551
2026-08-05,2026-09-04,BLR-HYD,SpiceJet,30,3043,547,3590
2026-08-05,2026-09-04,BLR-HYD,SpiceJet,30,3184,573,3757
2026-08-05,2026-09-04,BLR-HYD,SpiceJet,30,2745,494,3239
2026-08-05,2026-08-20,BLR-HYD,SpiceJet,15,3906,703,4609
2026-08-05,2026-08-20,BLR-HYD,SpiceJet,15,3895,701,4596
2026-08-05,2026-08-20,BLR-HYD,SpiceJet,15,3327,598,3925
2026-08-05,2026-08-20,BLR-HYD,SpiceJet,15,3158,568,3726
2026-08-05,2026-08-20,BLR-HYD,SpiceJet,15,3136,564,3700
2026-08-05,2026-08-12,BLR-HYD,SpiceJet,7,4946,890,5836
2026-08-05,2026-08-12,BLR-HYD,SpiceJet,7,4407,793,5200
2026-08-05,2026-08-12,BLR-HYD,SpiceJet,7,4315,776,5091
2026-08-05,2026-08-12,BLR-HYD,SpiceJet,7,4904,882,5786
2026-08-05,2026-08-12,BLR-HYD,SpiceJet,7,4810,865,5675
2026-08-05,2026-08-06,BLR-HYD,SpiceJet,1,7048,1268,8316
2026-08-05,2026-08-06,BLR-HYD,SpiceJet,1,7436,1338,8774
2026-08-05,2026-08-06,BLR-HYD,SpiceJet,1,7286,1311,8597
2026-08-05,2026-08-06,BLR-HYD,SpiceJet,1,6305,1134,7439
2026-08-05,2026-08-06,BLR-HYD,SpiceJet,1,7047,1268,8315
2026-08-06,2026-09-20,DEL-BOM,IndiGo,45,4251,765,5016
2026-08-06,2026-09-20,DEL-BOM,IndiGo,45,3955,711,4666
2026-08-06,2026-09-20,DEL-BOM,IndiGo,45,4043,727,4770
2026-08-06,2026-09-20,DEL-BOM,IndiGo,45,3822,687,4509
2026-08-06,2026-09-20,DEL-BOM,IndiGo,45,4083,734,4817
2026-08-06,2026-09-05,DEL-BOM,IndiGo,30,4222,759,4981
2026-08-06,2026-09-05,DEL-BOM,IndiGo,30,4838,870,5708
2026-08-06,2026-09-05,DEL-BOM,IndiGo,30,5157,928,6085
2026-08-06,2026-09-05,DEL-BOM,IndiGo,30,4385,789,5174
2026-08-06,2026-09-05,DEL-BOM,IndiGo,30,4428,797,5225
2026-08-06,2026-08-21,DEL-BOM,IndiGo,15,5211,937,6148
2026-08-06,2026-08-21,DEL-BOM,IndiGo,15,5220,939,6159
2026-08-06,2026-08-21,DEL-BOM,IndiGo,15,5638,1014,6652
2026-08-06,2026-08-21,DEL-BOM,IndiGo,15,5913,1064,6977
2026-08-06,2026-08-21,DEL-BOM,IndiGo,15,5390,970,6360
2026-08-06,2026-08-13,DEL-BOM,IndiGo,7,6915,1244,8159
2026-08-06,2026-08-13,DEL-BOM,IndiGo,7,7528,1355,8883
2026-08-06,2026-08-13,DEL-BOM,IndiGo,7,7153,1287,8440
2026-08-06,2026-08-13,DEL-BOM,IndiGo,7,7166,1289,8455
2026-08-06,2026-08-13,DEL-BOM,IndiGo,7,7879,1418,9297
2026-08-06,2026-08-07,DEL-BOM,IndiGo,1,10393,1870,12263
2026-08-06,2026-08-07,DEL-BOM,IndiGo,1,11141,2005,13146
2026-08-06,2026-08-07,DEL-BOM,IndiGo,1,11594,2086,13680
2026-08-06,2026-08-07,DEL-BOM,IndiGo,1,10242,1843,12085
2026-08-06,2026-08-07,DEL-BOM,IndiGo,1,11878,2138,14016
2026-08-06,2026-09-20,DEL-BOM,Air India,45,4988,897,5885
2026-08-06,2026-09-20,DEL-BOM,Air India,45,5172,930,6102
2026-08-06,2026-09-20,DEL-BOM,Air India,45,4455,801,5256
2026-08-06,2026-09-20,DEL-BOM,Air India,45,4925,886,5811
2026-08-06,2026-09-20,DEL-BOM,Air India,45,4637,834,5471
2026-08-06,2026-09-05,DEL-BOM,Air India,30,5126,922,6048
2026-08-06,2026-09-05,DEL-BOM,Air India,30,5282,950,6232
2026-08-06,2026-09-05,DEL-BOM,Air India,30,5599,1007,6606
2026-08-06,2026-09-05,DEL-BOM,Air India,30,6007,1081,7088
2026-08-06,2026-09-05,DEL-BOM,Air India,30,5153,927,6080
2026-08-06,2026-08-21,DEL-BOM,Air India,15,7152,1287,8439
2026-08-06,2026-08-21,DEL-BOM,Air India,15,7318,1317,8635
2026-08-06,2026-08-21,DEL-BOM,Air India,15,7034,1266,8300
2026-08-06,2026-08-21,DEL-BOM,Air India,15,6518,1173,7691
2026-08-06,2026-08-21,DEL-BOM,Air India,15,7136,1284,8420
2026-08-06,2026-08-13,DEL-BOM,Air India,7,9177,1651,10828
2026-08-06,2026-08-13,DEL-BOM,Air India,7,9632,1733,11365
2026-08-06,2026-08-13,DEL-BOM,Air India,7,8012,1442,9454
2026-08-06,2026-08-13,DEL-BOM,Air India,7,9394,1690,11084
2026-08-06,2026-08-13,DEL-BOM,Air India,7,7971,1434,9405
2026-08-06,2026-08-07,DEL-BOM,Air India,1,13046,2348,15394
2026-08-06,2026-08-07,DEL-BOM,Air India,1,13325,2398,15723
2026-08-06,2026-08-07,DEL-BOM,Air India,1,11787,2121,13908
2026-08-06,2026-08-07,DEL-BOM,Air India,1,13389,2410,15799
2026-08-06,2026-08-07,DEL-BOM,Air India,1,13918,2505,16423
2026-08-06,2026-09-20,DEL-BOM,Akasa,45,4032,725,4757
2026-08-06,2026-09-20,DEL-BOM,Akasa,45,4285,771,5056
2026-08-06,2026-09-20,DEL-BOM,Akasa,45,4076,733,4809
2026-08-06,2026-09-20,DEL-BOM,Akasa,45,4199,755,4954
2026-08-06,2026-09-20,DEL-BOM,Akasa,45,4286,771,5057
2026-08-06,2026-09-05,DEL-BOM,Akasa,30,4535,816,5351
2026-08-06,2026-09-05,DEL-BOM,Akasa,30,4635,834,5469
2026-08-06,2026-09-05,DEL-BOM,Akasa,30,4900,882,5782
2026-08-06,2026-09-05,DEL-BOM,Akasa,30,4026,724,4750
2026-08-06,2026-09-05,DEL-BOM,Akasa,30,4286,771,5057
2026-08-06,2026-08-21,DEL-BOM,Akasa,15,4962,893,5855
2026-08-06,2026-08-21,DEL-BOM,Akasa,15,5823,1048,6871
2026-08-06,2026-08-21,DEL-BOM,Akasa,15,5151,927,6078
2026-08-06,2026-08-21,DEL-BOM,Akasa,15,5145,926,6071
2026-08-06,2026-08-21,DEL-BOM,Akasa,15,5630,1013,6643
2026-08-06,2026-08-13,DEL-BOM,Akasa,7,7872,1416,9288
2026-08-06,2026-08-13,DEL-BOM,Akasa,7,7895,1421,9316
2026-08-06,2026-08-13,DEL-BOM,Akasa,7,6628,1193,7821
2026-08-06,2026-08-13,DEL-BOM,Akasa,7,6640,1195,7835
2026-08-06,2026-08-13,DEL-BOM,Akasa,7,7445,1340,8785
2026-08-06,2026-08-07,DEL-BOM,Akasa,1,11669,2100,13769
2026-08-06,2026-08-07,DEL-BOM,Akasa,1,10581,1904,12485
2026-08-06,2026-08-07,DEL-BOM,Akasa,1,9602,1728,11330
2026-08-06,2026-08-07,DEL-BOM,Akasa,1,9921,1785,11706
2026-08-06,2026-08-07,DEL-BOM,Akasa,1,9668,1740,11408
2026-08-06,2026-09-20,DEL-BOM,SpiceJet,45,3845,692,4537
2026-08-06,2026-09-20,DEL-BOM,SpiceJet,45,3549,638,4187
2026-08-06,2026-09-20,DEL-BOM,SpiceJet,45,4234,762,4996
2026-08-06,2026-09-20,DEL-BOM,SpiceJet,45,4008,721,4729
2026-08-06,2026-09-20,DEL-BOM,SpiceJet,45,3621,651,4272
2026-08-06,2026-09-05,DEL-BOM,SpiceJet,30,4593,826,5419
2026-08-06,2026-09-05,DEL-BOM,SpiceJet,30,3795,683,4478
2026-08-06,2026-09-05,DEL-BOM,SpiceJet,30,4174,751,4925
2026-08-06,2026-09-05,DEL-BOM,SpiceJet,30,4726,850,5576
